Singer,Title,Lyrics
EXO,12월의 기적 (Miracles In December),"보이지 않는 널 찾으려고 애쓰다
들리지 않는 널 들으려 애쓰다
보이지 않던 게 보이고
들리지 않던 게 들려
너 나를 떠난 뒤로 내겐 없던
힘이 생겼어
늘 나밖에 몰랐었던 이기적인
내가 yeah
네 맘도 몰라줬던 무심한 내가
이렇게도 달라졌다는 게 나조차
믿기지 않아
네 사랑은 이렇게 계속 날 움직여
난 생각만 하면 세상을 너로
채울 수 있어 음
눈송이 하나가 네 눈물 한
방울이니까
단 한 가지 못하는 것은 널
내게로 오게 하는 일
이 초라한 초능력 이젠 없었으면
좋겠어 우
늘 나밖에 몰랐었던 이기적인 내가
네 맘도 몰라줬던 무심한 내가
이렇게도 달라졌다는 게 나조차
믿기지 않아
네 사랑은 이렇게 계속 날 움직여
시간을 멈춰 네게 돌아가
추억의 책은 너의 페이지를 열어
난 그 안에 있어 오
너와 함께 있는 걸
아주 조그맣고 약한 사람이
너의 사랑이
이렇게 모든 걸 내 삶을 모두
바꾼 걸 세상을 모두
오 사랑이 고마운 줄 몰랐었던
내가 오
끝나면 그만인 줄 알았던 내가 오
너 원했던 그 모습 그대로 날마다
나를 고쳐 가
내 사랑은 끝없이 계속될 것 같아
시간을 멈춰 오 이제 나
네게 돌아가 네게 돌아가
추억의 책은 오 오늘도
너의 페이지를 열어
난 그 안에 있어 오
그 겨울에 와있는걸
보이지 않는 널 찾으려고 애쓰다
들리지 않는 널 들으려 애쓰다"
EXO,MAMA,"Careless careless Shoot anonymous anonymous
Heartless mindless No one who care about me
잃어버린 채 외면하는 것 같아
참을 수밖에 없어
눈을 감지만
마마 이젠 내게 대답해줘
왜 사람들이 달라졌는지
아름다운 시절이라는게
존재하긴 했는지
이제 더는 사랑하는 법도 잊었고
배려하는 맘도 잃었고
등을 돌린 채로 살아가기 바쁜걸
익명의 가면에 감췄던 살의 가득한 질시
끝을 봐도 배고픈 듯한
이젠 만족해
우린 더 이상 눈을 마주 하지 않을까
소통하지 않을까
사랑하지 않을까
아픈 현실에
다시 눈물이 흘러
바꿀 수 있다고 바꾸면 된다고
말해요 마마 마마
언젠가부터 우린
스마트한 감옥에 자발적으로 갇혀
0과 1로 만든 디지털에
내 인격을 맡겨
거긴 생명도 감정도 따듯함도 없고
언어 쓰레기만
나뒹구는 삭막한 벌판
날이 갈수록 외로움만 더해져
우리가 인간일 수 밖에 없는 건
상처 받는 것
만나고 손을 잡고
느끼며 함께 울고 웃고
닮아가고 서로 연결돼
돌이키고 싶다면
우린 더 이상 눈을 마주 하지 않을까
소통하지 않을까
사랑하지 않을까
아픈 현실에
다시 눈물이 흘러
바꿀 수 있다고 바꾸면 된다고
말해요 마마 마마
Turnback
죽고 죽이고 싸우고 외치고
이건 전쟁이 아니야
도와줘요 마마마마 마마마마
Turn back
깨닫게 마마마마 마마마마
Rolling back
박고 치고 편을 나누고 싸우고
이건 게임도 아니야
도와줘요 마마마마 마마마마
Turn back
Yeah
Careless careless
마마
Shoot anonymous anonymous
마마
Heartless mindless
마마
No one who care about me
마마
삶에 허락된 축복받은
날들에 감사하고
매일 새로운 인연들을 만들고
깨져버린 마음에
보다 기쁜 사랑을 모두 함께
웃을 수 있다면
우린 더 이상
눈을 마주 하지 않을까
소통하지 않을까
사랑하지 않을까
아픈 현실에
다시 눈물이 흘러
바꿀 수 있다고
바꾸면 된다고
말해요 마마 마마
Careless careless Shoot anonymous anonymous
Heartless mindless No one who care about me"
EXO,늑대와 미녀 (Wolf),"촉이 와 단번에 느껴
널 한입에 치즈처럼
집어넣을 테다
향길 맡고 색깔 음미하고
와인보다 우아하게
잡아먹을 테다
아 그런데 발톱에 힘이 빠져
입맛까지 으 없어져
혹시 내가 아픈 건가
병이라도 걸린 거니
Yeah 큰일났지
헤이 정신차려
어쩌다 인간에게
마음을 뺏겨버렸나
그녀는 한입거리뿐이라고
Hey 확 물어
그 다음 막 막 흔들어 정신 잃게
Hey 자 안 해본 스타일로
저 큰 보름달이
지기 전에 해치워라
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀
거부할 수 없이 강렬한
이 느낌에 빠져버려 나를 놨어
난 단순한 게 좋아
내 속에 숨어있던 것이
지금 눈 떴어
Yeah 그녈 좀 봐 공포에 빠져
눈앞의 시추에이션
이해 못해 못해
저 더러운 늑대 놈이
결국 날 잡아먹겠지
그게 아닌데 사랑에 빠진 겁니다
너무 아름다 아름다
아름다운 그대
내 님아 내 님아 내 님아 whoo
나를 두려워 두려워 두려워마
나는 특별한 특별한 특별한
Wolf
그대 사랑한 사랑한 사랑한
Wolf
네게 눈이 먼 눈이 먼 눈이 먼
Wolf
Hey 확 물어
그 다음 막 막 흔들어 정신 잃게
Hey 자 안 해본 스타일로
저 큰 보름달이
지기 전에 해치워라
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀
널 못 끊겠어 큰일났어
널 못 끊겠어 큰일났어
Yeah Yeah
저 노란 달이 나를 놀려
널 가질 수 없다고
난 그냥 거친 야수인데
그딴 말 할거면 꺼져
필요하다면 날 바꿔
그녈 절대 보낼 수가 없어
거부할 수 없이 강렬한
이 느낌에 빠져버려 나를 놨어
난 단순한 게 좋아
내 속에 숨어있던 것이
지금 눈 떴어
거부할 수 없이 강렬한
이 느낌에 빠져버려 나를 놨어
난 단순한 게 좋아
내 속에 숨어있던 것이
지금 눈 떴어
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀
그래 Wolf
내가 Wolf Awouuuu
아 사랑해요
난 늑대고 넌 미녀"
EXO,"Baby, Don't Cry (인어의 눈물)","더는 망설이지 마 제발
내 심장을 거두어 가
그래 날카로울수록 좋아
달빛 조차도 눈을 감은 밤
나 아닌 다른 남자였다면
희극 안의 한 구절이었더라면
너의 그 사랑과
바꾼 상처 모두 태워버려
Baby don't cry tonight
어둠이 걷히고 나면
Baby don't cry tonight
없었던 일이 될 거야
물거품이 되는 것은 네가 아니야
끝내 몰라야 했던
so Baby don't cry cry
내 사랑이 널 지킬 테니
오직 서로를 향해있는
운명을 주고 받아
엇갈릴 수 밖에 없는 그 만큼 더
사랑했음을 난 알아
When you smile sun shines
언어란 틀엔 채 못 담을 찬란
온 맘에 파도 쳐
부서져 내리잖아 oh
Baby don't cry tonight
폭풍이 몰아치는 밤
하늘이 무너질 듯
Baby don't cry tonight
조금은 어울리잖아
눈물보다 찬란히 빛나는 이 순간
너를 보내야 했던
So Baby don't cry cry
내 사랑이 기억될 테니
어두컴컴한 고통의 그늘 위
이별의 문턱에 내가 무참히
넘어져도 그마저도
널 위해서라면 감당할 테니
uh 대신 나를 줄게
비록 날 모르는 너에게
don`t cry
뜨거운 눈물보단
차디찬 웃음을 보여줘 Baby
Say no more
baby no more don`t cry
제발 망설이지는 말아줘
물거품이 될 그 찰나
Say no more
baby no more don`t cry
눈부신 사람으로 남을 수 있게
차라리 그 칼로 날 태워줘
네 눈 속에 가득 차 오르는 달빛
woo
소리 없이 고통 속에
흘러 넘치는 이 밤
Baby don't cry tonight
어둠이 걷히고 나면
Baby don't cry tonight
없었던 일이 될 거야
물거품이 되는 것은 네가 아니야
끝내 몰라야 했던
so Baby don't cry cry
내 사랑이 널 지킬 테니
이른 햇살이 녹아 내린다
너를 닮은 눈부심이 내린다
길을 잃은 내 눈은 이제야
Cry cry cry"
EXO,Universe,"마음과 반대로 아픈 말이 나와
너를 힘들게 했던 나도 내가 힘든 걸
다짐과 다르게 나아진 게 없어
늘 실망하게 했던 나도 후회하는 걸
잊을 수 없을 것 같아
바람이 차가워지면
입김을 불어서 숨결을 만지던 밤
행복한 웃음소리로
포근히 끌어안으며
별빛처럼 빛날 내일을 꿈꾸던 밤
I`ll search the universe
널 다시 찾을 때까지
놓지 않을 거야 티끌 같은 기억도
계절에 새겨진 우리의 추억은 다시
몇 번이고 돌아와 널 부를 테니까
웃음과 눈물이 상처와 치유가
질문과 해답들이 네 안에 다 있는 걸
나의 세상을 가진 나의 작은 우주가
소멸하는 순간 나도 사라지겠지
I`ll search the universe
널 다시 찾을 때까지
놓지 않을 거야 티끌 같은 기억도
계절에 새겨진 우리의 추억은 다시
몇 번이고 돌아와 널 부를 테니까
기억은 언제나 눈물을 데려와
다 씻어낸 자리에 Woo baby
너 하나만 남겨 둬
단 하루에 단 한번에
끊어낼 수 있는 마음이 아니란 걸
아프도록 느끼잖아
그 어디라고 해도 너에게 가는 나
I`ll search the universe
널 다시 찾을 때까지
놓지 않을 거야 티끌 같은 기억도
계절에 새겨진 우리의 추억은 다시
기어이 돌아와 널 찾을 테니까
그게 사랑이니까
사랑이니까"
EXO,첫눈,"첫눈 오는 이런 오후에
너에게 전화를 걸 수만 있다면
기쁠텐데
벌써 일년이 지났는데
난 아직 미련 가득해서
쓸쓸해 어느새 혼잣말
시계를 되돌려
1년 전으로 갈 수 있다면
마음을 되돌려
지금 우린 달라졌을까
yeah 바보 같은 소리지
그래도 만약
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스
안녕 잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
미안해 잘해주지 못해
후회만 가득 가득 했던
그 크리스마스
불빛 가득한 거리거리
혼자 걸었어
다들 행복해 보여
너는 언제나 공기처럼
있어줄 거란 착각에
멍청히 보내
내가 너무 미안해
너무 흔한 얘기
지나고 나면 너무 소중해
항상 지나치지
왜 그때는 모르는 걸까
지금은 다를 거야 말해주고파
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스
안녕 잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
눈물인지 눈 때문인지
점점 너 멀리 멀리 보이던
그 크리스마스
정말 신기한 일이야 너의
생각만으로 눈물 차 흐르니말야
Tears are falling
falling falling
다시 너에게로 가고 싶어
무슨 일이든 할 수 있어
지금까지 삶이
모두 사라진다 해도
너를 만나면 눈물 차 올라
바보 같은 난 아무 말 못해
말해줘 메리 메리 크리스마스
안녕 잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
미안해 잘해주지 못해
후회만 가득 가득 했던
너를 만나면 눈물 차 올라
눈물 차 올라
아무 말 못해
아무 말 못하는 나인걸
메리 메리 크리스마스
잘 지내는거지
눈이 내리면 멍든 가슴이
모두 하얗게 다 덮여지게 될까
눈물인지 눈 때문인지
점점 너 멀리 멀리 보이던
그 크리스마스"
HYNN(박혜원),시든 꽃에 물을 주듯,"아무말도 아무것도 여전히 넌 여기 없고

널 원하고 널 원해도 난 외롭고



꽃이 피고 진 그 자리

끝을 몰랐었던 맘이

깨질 것만 같던 그때 우리 음



시든 꽃에 물을 주듯

싫은 표정조차 없는

결국엔 부서진 여기 우리 음



다 잊었니 말없이 다 잊었니

사랑한단 말로 날 가둬둔 채로



넌 잊었니 난 잊지 못하나봐

바보처럼 기다려 난 오늘도



어쩌다 이렇게 됐지

너무 예뻤잖아 둘이

매일 설레였지 그때 우린 음



시든 꽃에 물을 주듯

싫은 표정조차 없는

결국엔 부서진 여기 우리



다 잊었니 말없이 다 잊었니

사랑한단 말로 날 가둬둔 채로



넌 잊었니 난 잊지 못하나봐

바보처럼 기다린

바보처럼 빈 자릴 붙잡는 나



차라리 다 끝났다고 말해줘

이기적인 그 침묵에 또 나만

바보처럼 미련한

내가 미워



아무말도 아무것도 여전히 넌 여기 없고

널 원하고 널 원해도 난 지쳐가"
IZ*ONE(아이즈원),환상동화 (Secret Story of the Swan),"Swan 우아하게
Like Swan Swan Swan 
Like Swan Swan Swan (MAMA)

들어볼래 동화 속에 나올 법한 얘기 
우리 둘이 둘이 둘이 
만든 비밀 비밀 비밀

담아둘래 두 눈 속에 너로 가득해진
작은 세계 세계 세계
그 문이 열리게

날 향한 눈빛에 나 나 
점점 더 빠져 들어가
너의 손끝에서 시작되는 걸 Fairy tale

상상했던 모든 순간들이
눈앞에 다가올 그때까지
너를 위한 춤을 춰
우아하게

Like Swan Swan Swan 
너의 마법에 난 깨어나
Like Swan Swan Swan (MAMA)
우아하게
꿈을 꿔 Baby 
With You With You With You 
춤을 춰 Baby 너를 위해서 Yeah
Like Swan Swan Swan (MAMA)
너와 함께

지금 여긴 어지러워 
모두가 날 다 비웃어도
너와 같은 꿈을 꾸는 꿈 꿀래
우리 바라왔던 곳으로 갈래

Don't be afraid 
여긴 슬픈 엔딩은 없어 (Oh Anyway)
이 시간이 영원할 거라고 믿어

반짝이는 너의 맘 맘 
그 빛이 나를 따라와
나의 이야기 속 주인공처럼 Fly away

상상했던 모든 순간들이
눈앞에 다가올 그때까지
너를 위한 춤을 춰
우아하게

Like Swan Swan Swan 
너의 마법에 난 깨어나
Like Swan Swan Swan (MAMA)
우아하게
꿈을 꿔 Baby 
With You With You With You 
춤을 춰 Baby 너를 위해서 Yeah
Like Swan Swan Swan (MAMA)
너와 함께

내 눈 앞에 펼쳐진 Paradise
더 새로워진 상상으로 채워가
(Woo) 지금 이 순간이 영원하기를 바라

Swan Swan Swan
Swan Swan Swan Yeah 

너를 위한 춤을 춰
우아하게

Like Swan Swan Swan
Like Swan Swan Swan (MAMA) 
우아하게
꿈을 꿔 Baby 
With You With You With You
춤을 춰 Baby 너를 위해서 Yeah
Like Swan Swan Swan (MAMA)
너와 함께"
IZ*ONE(아이즈원),FIESTA,"때가 왔어 오랜 기다림을 끝내
움츠렸던 맘을 일으켜 활짝 기지개를 켜 난 Ah
눈빛은 어느샌가 짙어져 있는 걸
나의 시간이 됐어

아침에게 말해 Oh 오늘이 좋을 것 같아
이젠 아득했던 꿈들이 멀지가 않아
오직 나를 위한 Woo 축제를 열어볼 거야
좋을 때란 거 그것 역시 내가 정해 

색색의 꽃을 피우고 꽃가루가 흩날리면
축제는 절정인 걸 끝나지 않을 이건 Climax
나의 모든 순간이 아름답고 눈부셔
이거 하나만 기억해 
지금이라고

Fiesta 내 맘에 태양을 꾹 삼킨 채
영원토록 뜨겁게 지지 않을게 이 모든 계절
나의 모든 계절 매일 화려한 이 축제 
한 번쯤은 꼭 놀러 와
It's my fiesta
온통 축제니까
It's my fiesta

이제부터가 난 시작이야 더 기대해봐도 좋아
더 뛰어올라 더 소리쳐봐 이건 신기루가 아냐
오래전부터 계속 상상해 왔던 걸
특별해지는 너와 나

별들에게 말해 Oh 내일이 더 좋을 것 같아 
이젠 펼쳐지는 일들이 겁나지 않아
오직 나를 위한 Woo 축제를 이어갈 거야
날 감싸 안은 낯선 향기 더 새롭게

색색의 꽃을 피우고 꽃가루가 흩날리면
축제는 절정인 걸 끝나지 않을 이건 Climax
나의 모든 순간이 아름답고 눈부셔
이거 하나만 기억해
지금이라고

Fiesta 내 맘에 태양을 꾹 삼킨 채
영원토록 뜨겁게 지지 않을게 이 모든 계절
나의 모든 계절 매일 화려한 이 축제 
한 번쯤은 꼭 놀러 와
Fiesta

눈을 감아 멈춰있던 나를 깨워
내 안의 나를 천천히 안아주면
여러 색깔들로 더 내가 빛날 때면
매일 그려왔던 진짜 내 모습 가까이
지금이라고

Fiesta 내 맘에 태양을 꾹 삼킨 채
영원토록 뜨겁게 지지 않을게 이 모든 계절
나의 모든 계절 매일 화려한 이 축제 
한 번쯤은 꼭 놀러 와
It's my fiesta
날 비춰줘 지금 날
온통 축제니까
지금 이 순간 나를 춤추게 해
It's my fiesta"
NCT 127,낮잠,"간지러운 숨소리에 웃음이 나
잠들어 있는 표정까지 좋으니까
날 감싸는 오후의
부드러운 햇살에
안긴 채로 작은 꿈을 꿔
 
이 순간에 난 너만을 담아
너만을 담아
내 마음에 가득히 새기고
어느샌가 난 두 눈을 감아
네게로 love love love
 
귓가에 너의 숨결이
자장가처럼 닿을 때
달콤한 넌 pandora's box
oh 달콤한 넌
나른한 오후 햇살이
내 맘에 스며들 때면
빠져드는 pandora's box
pandora's box pandora's box
 
내 어깨를 어루만진 햇살이
포근해서 잠이 들어 너처럼
같은 꿈을 꿀 것만 같아서

따뜻하게 내 온몸을 감싸와
어제와 오늘 그리고 내일
너와 날 가득 채워가

이 순간에 난 너만을 담아
너만을 담아
내 마음에 가득히 널 새기고
어느샌가 난 두 눈을 감아
네게로 love love love

귓가에 너의 숨결이
자장가처럼 닿을 때
달콤한 넌 pandora's box
oh 달콤한 넌
나른한 오후 햇살이
내 맘에 스며들 때면
빠져드는 pandora's box
pandora's box pandora's box

기억해 이 순간의
우리 우리를
언제나 이렇게
together forever
기억해 이 순간의
우리 우리를
언제나 이렇게
together forever

알잖아 baby
언제나 ride or die with you
어디든 좋아 함께라면
paradise everyday
편안한 이 바람 smooth
마치 가까운 너의 숨처럼
느껴지는 이 순간
눈을 감고 간직해
낮에 보는 꿈
빠져들어 hole
필요 없이 tool 
너는 나의 베개
나는 너의 이불이 되어주곤 하고 but
피곤하긴 해
두근댈 때에 심장이 자꾸
너란 숨결에 닿아서
오늘도 포근해

good times these nights
your eyes a different scene
breathes so close we see
you take mine away from me

매일 넌 나를 꿈꾸게 해
거짓말 같은 꿈속에 yeah

함께할 모든 순간이
소중한 너란 기적이
날 기다린 pandora's box
oh pandora's box
내 꿈에 담긴 기억이
너라는 모든 시간이
우리만의 pandora's box
pandora's box pandora's box

기억해 이 순간의
우리 우리를
언제나 이렇게
together forever
기억해 이 순간의
우리 우리를
언제나 이렇게
together forever
"
NCT 127,악몽,"It's just what you want
Go
혹시 들리니 대답해줘
보지 않아도 느껴져 난
너만 아는 우리만의 언어로
내 이름 불러줘
이 밤 너머
네가 한숨을 내쉬면
내 머리 위로 바람이 불어
네가 잠들어 눈 감은 밤이면
내 세상엔 어둠이 와
내게로 Come back
Oh 너의 작은 숨결 하나까지도 (그리워)
내게로 Come back
제발 너 없는 내 하루가
악몽처럼 번져가 (Everyday)
내게로 Come
갈 곳을 잃은 채 남겨진 떠돌이
불빛이 꺼진 채 버려진 외톨이
수없이 많은 사람들 속
마음이 통하는 넌 유일한 걸
지난 시간들이 내게 소리치지
몰랐던 소통 사랑 하나까지
다 가르쳐준 너
돌아와줘
네가 한숨을 내쉬면
내 머리 위로 바람이 불어
네가 잠들어 눈 감은 밤이면
내 세상엔 어둠이 와
내게로 Come back
Oh 너의 작은 숨결 하나까지도 (그리워)
내게로 Come back
제발 너 없는 내 하루가
악몽처럼 번져가 (Everyday)
내게로 Come
갈 곳을 잃은 채 남겨진 떠돌이
불빛이 꺼진 채 버려진 외톨이
너와 나 함께했던 시간이 잠시
꿈을 꾼 것처럼 저 멀리 Oh
혼자 남은 까만 밤
어둠이 나를 더 슬프게 해
더 깊게 널 헤매
Yeah 널 헤매 Stay right there
Just react that's right that (Oh bamm)
가늠하기엔 너의 가린 몸의 선율이
인내하게 해 이미 차오르는 Limit
Straight permanent
Black permanent
Tattoo mark로 남은 너
지워지지 않은 채
악몽으로 남은 너의 여운 땜에 아직도 헤매
Want you to wake me up now come back
That's why I love you
내게로 Come back
Oh 날 비추던 눈빛
네 모든게 다 그리워 (그리워)
내게로 Come back
제발 너 없는 내 하루가
악몽처럼 번져가 (Everyday)
내게로 Come back
갈 곳을 잃은 채 남겨진 떠돌이
불빛이 꺼진 채 버려진 외톨이
내게로 Come back
불빛이 꺼진 채 버려진 외톨이
내게로 Come back"
NCT 127,꿈,"하나 둘 셋 넷
꿈속의 꿈일까
깨도 똑같아
아침부터 저녁까지
깊고 긴 꿈에 빠진 느낌
부풀어 내 맘이
하루에도 몇 번씩
Lose it all for a night with you
Trade in anything
Make my dreams come true
왠지 좋았어 Baby
그림처럼 다시
네가 거기 서있던 날
스친 그날 이후로
모든 순간들이
너에게로 스며들어
난 요즘 Everyday aye
널 떠올리기 전부터
널 떠올리곤 해
그때마다 Yeah aye
웃는 것도 모른 채로
웃고 있곤 해 Yeah
Can you take all my love?
널 그려 난 지금
다시 떠올라 내 맘이
이번에는 좀 더 멀리
내게만 열리는
꿈보다 꿈같은
구름보다 높은 곳을
혼자 떠다니는 나
Boom
난 여기 혼자
멈춰버려도 좋아
아직 깨고 싶지 않아 No no
이건 나의 노래
서툰 고백
들린다면 받아줘 Oh
난 요즘 Everyday aye
널 떠올리기 전부터
널 떠올리곤 해
그때마다 Yeah aye
웃는 것도 모른 채로
웃고 있곤 해 Yeah
Can you take all my love?
널 그려 난 지금
다시 떠올라 내 맘이
이번에는 좀 더 멀리
내게만 열리는 꿈보다 꿈같은
구름보다 높은 곳을
혼자 떠다니는 나
Boom
Sunlight or moonlight
그 무엇을 비춰도 아름다워
난 시간이 멈춘 채
너의 먼 대답만을 기다려
난 긴장한 채로
긴 신호음에 맞춰
네 맘을 두드리고 있어
Ooh 내가 들리니
수화기 너머로 들리는 작은 숨
다시 떠올라 내 맘이
이번에는 좀 더 멀리
어쩌면 넌 지금 나와 같은 생각 중일까
이 모든 게 멈춰진 순간
Boom
Boom"
NCT 127,우산,"너를 향해 기운 우산이
이렇게 때마침
참 작아서 다행이야
Hoo 이런 건
예상하지 못한 상황이야
어깨가 닿은 이 순간
'어디 들어갈 델 찾자'
말하면서도 내 걸음은
자꾸만 하염없이 느려져
I can't stop I can't stop this feeling
너의 숨소리도 들려
이렇게 가까우니까
이대로 투명해진 채
시간이 멈췄으면 해 Yeah
비는 질색인데
오늘 좀 좋아지려 해
아니 아직 그칠 생각은 말고
왼쪽 어깨는 흠뻑 적셔 놔도 돼
빗속의 Love song
Love song Love song yeah
둘만의 섬을 만들어 Ooh
이렇게 Love this Love this Love this rain
떨어지는 빗속에 All day
오늘따라 더 익숙한 거리도 헤매고 싶어 난
Ooh '저번 그 예쁜 카페가 어디 더라'
잘 기억나지 않아
너의 눈에 내가 비쳐
이렇게 가까우니까
날 보며 웃음 지을 땐
심장이 멎을 것 같아 Yeah
비는 질색인데
오늘 좀 좋아지려 해
아니 아직 그칠 생각은 말고
왼쪽 어깨는 흠뻑 적셔 놔도 돼
빗속의 Love song
Love song Love song yeah
둘만의 섬을 만들어 Ooh
이렇게 Love this Love this Love this rain
떨어지는 빗속에 All day
In this place
Just you and me
Outside all blurry
My focus clear as day 2.0 2.0
Warm and cozy
Covering us from all the crazy
Rain don't stop 비 내려와
둘이서 1인용 Umbrella 아래
내 하루는 So bright
떠올라 넌 지지 않는 나의 빛
Doo doo doo rain drop
Hop out my foreign car
흠뻑 젖은 이 아스팔트 위에는
한편의 Scene을 만들어내지
어느새 여기 내 안에 네가 겹쳐와
내 맘속에 너는 저 촉촉한 비처럼
스며들어와
비는 질색인데
오늘 좀 좋아지려 해
아니 아직 그칠 생각은 말고
왼쪽 어깨는 흠뻑 적셔 놔도 돼
빗속의 Love song
Love song Love song yeah
둘만의 섬을 만들어 Ooh
이렇게 Love this Love this Love this rain
떨어지는 빗속에 All day"
NCT DREAM,ridin',"거리 위 텅 빈 듯한 이 느낌
열기로 가득 채워 Reloading
경계를 Break break out
어디든지 겨눠 봐
이젠 우리가 방아쇨 당겨 잘 봐
We're back No more brakes
모두 다 Sit back
이젠 마주해 날 향한 Scream
오랜 기다림의 끝에 불을 붙여
시동 거는 순간 It's game over ya
Talk talk 어딜 가도
Talk talk 내 얘기로
다들 떠들썩해
찢어지는 듯한 마찰음 위로 난
선을 넘어서
시간을 자유롭게
더 뜨겁게 이 순간을 달궈
Burn up the road
날 넘어설 그때까지
거리 위 텅 빈 듯한 이 느낌
열기로 가득 채워 Reloading
경계를 Break break out
어디든지 겨눠 봐
이젠 우리가 방아쇨 당겨 잘 봐
Ridin' & Rollin' oh baby Reloading
Ridin' & Rollin' oh baby Reloading
지금 우린 Running
Reloading oh yea
새롭게 날 채워 다시
Whip fast 거침없이 핸들 더 꺾어
붕 뜨는 몸은 마치
Like a roller coaster
터질 듯 엑셀을 밟아봐
We outta control ya ya
We won't stop the racing
Till it's over ya
Talk talk 어떤 말도
Talk talk 이 순간 속
우릴 설명 못 해
가장 눈부신 이 속도에 올라타
모두 놀랄 그 장면 속 우릴 향해
몇 번이고 한곌 뛰어넘어
Burn up the road
다시 내일이 올 때까지
심장 속 터질 듯한 Energy
끝까지 나를 던져 Reloading
기록은 Break break out
매번 갈아치워 가
이젠 세상에 우릴 쏴 올려 잘 봐
Ridin' & Rollin' oh baby Reloading
Ridin' & Rollin' oh baby Reloading
지금 우린 Running
Reloading oh yea
새롭게 날 채워 다시
눈 앞에 펼쳐진 세상을 봐
꿈꿔왔던 Story 더는 꿈이 아냐
새롭게 뜬 태양을 마주 봐
Flying down the road (Let's roll)
도로 위로 가득한
붉은 불빛들은 날
멈춰 있으라지만
Woah woah woah woah
더는 같은 길을 향해
가지 않아 이젠 Switch my lane
나만의 새로운 길을 만들어
벗어나 Rush hour
심장 속 터질 듯한 Energy
끝까지 나를 던져 Reloading
기록은 Break break out
매번 갈아치워 가
이젠 세상에 우릴 쏴 올려 잘 봐
Ridin' & Rollin' oh baby Reloading
Ridin' & Rollin' oh baby Reloading
지금 우린 Running
Reloading oh yea
새롭게 날 채워 다시"
NCT DREAM,너의 자리,"내가 맞춰 나가는
세상이 커져 갈수록
텅 빈 허전함을 느꼈었지만
어떤 부분인지도
이런 모양일지도
나조차 알지 못했었지만
흩어져버린 조각 맞추듯이
우리의 이야기를 맞춰가고
어딘가 비어있던 내 맘속에
자리하고 있는 Piece
난 너란 걸
그냥 한눈에 알아보았어
You're my missing puzzle piece
드디어 맞춰진
조각나 있던
맘의 상처까지 가득 채워준
넌 어느새 내 전부가 됐어
My missing puzzle piece
내게 흠이 있단 게
또 완벽하지 않단 게
날 작아지게 만들었지만
어쩜 그 틈 사이에
서롤 채울 수 있게
비워져있던 걸지도 몰라
안녕 오랜만이야 오래됐지
주머니에 넣고 다니던 이 작은 조각이
더 진하게 보이게 예쁘게 함께 해줘
널 만나서
난 더 커다란 그림을 그려
You're my missing puzzle piece
드디어 맞춰진
조각나 있던
맘의 상처까지 가득 채워준
넌 어느새 내 전부가 됐어
My missing puzzle piece
My missing puzzle piece
모든 걸 다 갖는 것보다
무엇 하날 절대로 잃지 않는 게
더 중요한 거란 걸
너로 인해 알게 되었어
You're my missing puzzle piece
너무나 눈부신
늘 혼자 맞춰가던
세상 속 한 장면이 돼 준
꽉 끼워진 손 뺄 수 없듯이
너를 빼곤 완성될 순 없으니
우린 서롤 잃어버리지 않길
My missing puzzle piece
My missing puzzle piece"
